Bureau ID,Date,Location,Strike ID,Time,Area,Target,Target Group,Westerners involved,Minimum Total Killed,Maximum Total Killed,Number of deaths,AQ/TB Killed,Minimum civilians killed,Maximum civilians killed,Civilians Killed,Min injured,Max injured,Injured,Minimum children killed,Max children killed,Children Killed,Pakistani approval,Short Summary,Long Summary,Related ID,Notes
Ob143,07-Oct-10,Khaisoori,202,,North Waziristan,,,,4,4,4,,,,Unknown,2,2,2,,,,,"4 alleged militants killed including 1 named al Qaeda operative in Khaisoori, North Waziristan.","Al Qaedaâ€™s Atiyah Abd al-Rahman, a Libyan, was reported killed along with Qari Hussain Mehsud, the deputy chief of the TTP (also reported â€˜killedâ€™ in Ob 137 and still on the US State Departmentâ€™s terrorist lists).   A car and house were destroyed in the strike, which may have been in retaliation for the December 2009 suicide attack on a CIA base in Afghanistan. Khaisoori, North Waziristan.",Ob139,
Ob144,08-Oct-10,Mohammad Khel,203,,North Waziristan,,,,4,6,4-6,,,,Unknown,,,Unknown,,,,,"4-6 killed in Mohammad Khel, North Waziristan.","Four people were killed (possibly â€˜Turkmen fightersâ€™) in an attack on a compound. Mohammad Khel, North Waziristan.",,
Ob145,08-Oct-10,Char Khel,204,,North Waziristan,,,,5,8,5-8,,0,4,0-4,,,Unknown,,,,,"5-8 people killed, some possibly civilians, in attack on house in Charkhel, North Waziristan.","Eight people were killed in an attack on a housing compound. Four â€˜Turkmen fightersâ€™ were again reported among the dead, possibly partly confusing the attack with Ob143. Charkhel, North Waziristan.",,
Ob146,10-Oct-10,Shiva,205,,North Waziristan,,,,7,9,7-9,,0,0,0-9,3,3,3,,,,,"Double strike in vicinity of refugee camp kills 7-9 people. Shiva, Mir Ali, North Waziristan.","A double strike in the vicinity of an Afghan refugee camp killed up to nine people and injured three. Only one source referred to the casualties as militants. A secret diplomatic cable from the US Ambassador to Islamabad, dated October 2008, had expressed worries that US Special Forces had been requesting information on refugee camps: â€œWe are concerned about providing information gained from humanitarian organizations to military personnel, especially for reasons that remain unclear.â€  http://www.guardian.co.uk/world/us-embassy-cables-documents/172603?intcmp=239  
Shiva, Mir Ali, North Waziristan.",,
Ob147,13-Oct-10,Datta Khel,206,,North Waziristan,,,,11,14,11-14,,3,6,3,,,Unknown,,,,,"Attack on house and car kills at least 11 including rescuers in Datta Khel, North Waziristan.","A triple linked strike over the course of an hour on a house and car killed eleven alleged militants, including â€˜three foreignersâ€™. At least two rescuers (reportedly militants) were killed. Datta Khel, North Waziristan.",,
Ob148,15-Oct-10,Aziz Khel,207,,North Waziristan,,,,4,6,4-6,,,,Unknown,3,3,3,,,,,"4-6 alleged militants killed in attack on house in Aziz Khel, North Waziristan.","Up to six alleged militants were killed in an attack on a house. The Pakistan Talibanâ€™s Qari Hussain was reported â€˜killedâ€™ (again) by some. Aziz Khel, North Waziristan.",,
Ob149,15-Oct-10,Machi Khel,208,,North Waziristan,,,,3,5,3-5,,0,0,0-5,,,Unknown,,,,,"3-5 militants - all possibly civilians - killed in strike on vehicle in Machi Khel, North Waziristan.","A vehicle was destroyed and up to five people or â€˜alleged militantsâ€™ (according to some) were reported killed. Machi Khel, North Waziristan.",,
Ob150,18-Oct-10,Datta Khel,209,,North Waziristan,,,,7,7,7,,1,1,At least 1,6,6,6,1,1,1,,10 year old boy killed with 6 alleged militants in Danda Darpakhel.,"A double strike on a house and car killed â€˜at leastâ€™ seven. Six people were injured. â€˜Foreignersâ€™ were said to be among six dead alleged militants. Shrapnel killed Naeem Ullah, a 10 year-old boy in the next-door house. Our researchers report that his death caused â€˜outrageâ€™ in his village. Pakistani lawyer Mirza Shahzad Akbar, who uncovered the case, told the Bureau:
â€˜Finding cases such as Naeemâ€™s, which was not initially picked up by media, is always troubling. It suggests there may be many more civilian deaths than reports indicate.â€™ 
Danda dattakhel, North Waziristan.",,
Ob151,27-Oct-10,Mir Ali,210,30-Dec-99,North Waziristan,,,,4,5,4-5,,,,Unknown,1,1,At least 1,,,,,"4-5 alleged militants killed in attack on house in Spinwam, North Waziristan.","Up to five suspected Taliban were killed in an attack on the house of alleged militant Nasimulah Khan. Villagers are reported to have led the rescue operation. Spinwam, North Waziristan.",,
Ob152,27-Oct-10,Deegan,211,30-Dec-99,North Waziristan,,Haqqani,,4,4,4,,,,Unknown,1,1,"""Scores""",,,,,"4 alleged militants including westerners killed in Degan, Datta Khel, North Waziristan.","A car was destroyed and four alleged militants were killed, reportedly two â€˜Arabsâ€™ and two â€˜Westernersâ€™ possibly linked to the Haqqani Network. â€œScoresâ€ were reported injured.  Degan, Datta Khel, North Waziristan.",,
Ob153,28-Oct-10,Ismail Khel,212,,North Waziristan,,Haqqani,,5,8,5-8,,0,4,,,,Unknown,,,,,"5-8 alleged militants killed as a body from Ob151 was being moved for a funeral, Ismail Khan, North Waziristan.","The house of Alif Deen  (killed) was attacked as a body from Ob 153 was being brought into a compound. Up to eight were killed including â€˜Arabsâ€™.  Ismail Khan, North Waziristan.",Ob153,
Ob154,01-Nov-10,Haider Khel,213,,North Waziristan,,,,6,6,6,,,,Unknown,2,2,2,,,,,"6 alleged militants killed in attack on house in Haider Khel, North Waziristan.","The compound of Ahmad Ali was attacked killing at least six alleged militants and injuring two people. Five drones were reportedly involved, creating local â€˜panicâ€™. Haider Khel, North Waziristan.",,
Ob155,03-Nov-10,Qutab Khel,214,,North Waziristan,,,,4,5,4-5,,,,Unknown,,,Unknown,,,,,"4-5 alleged militants killed in strike on car in Qutab Khel, North Waziristan.","Five â€˜Uzbek fightersâ€™ were reported killed in the first of three strikes. A car â€˜loaded with arms and ammunitionâ€™ was destroyed, damaging a nearby house. Qutab Khel, North Waziristan.",,
Ob156,03-Nov-10,Khaso Khel,215,,North Waziristan,,,,4,5,4-5,,,,,,,Unknown,,,,,"4-5 alleged militants killed in strike on car in Khaso Khel, North Waziristan.","A car was attacked killing up to five alleged militants. A house was also hit. Khaso Khel, North Waziristan.",,
Ob157,03-Nov-10,Pai Khel,216,,North Waziristan,,,,4,5,4-5,,,,,,,,,,,,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.","In the third strike of the day, a vehicle was attacked and up to five alleged militants were killed. Pai Khel, Datta Khel, North Waziristan.",,
Ob158,07-Nov-10,Ghulam Khan,217,,North Waziristan,,,,9,9,9,,0,0,Unknown,2,2,At least 2,0,,,,"9 alleged militants killed in strike on house and car in Ghulam Khan, North Waziristan.","Nine suspected militants were killed and at least two other people injured in a joint strike by 6-8 drones on a house and car. The Taliban later killed three alleged â€˜drone spiesâ€™ in the area. â€œThe three dead bodies were found at a bazaar near the strike area with a letter placed on them from Taliban saying they are spies providing information for U.S. drone attacks.â€ (Xinhua) Ghulam Khan, North Waziristan.",,
Ob159,07-Nov-10,Datta Khel,218,,North Waziristan,,,,4,6,4-6,,0,0,0-5,1,1,Many,,,,,"4-6 people killed in strike on car in Datta Khel, North Waziristan.","Up to five people - alleged militants according to some - were killed and â€˜scoresâ€™ injured when a car was destroyed in a fireball. Datta Khel, North Waziristan.",,
Ob160,11-Nov-10,Ghulam Khan,219,,North Waziristan,,,,5,8,5-8,,,,Unknown,5,5,5,,,,,"5-8 alleged Taliban killed in strike on house in Ghulam Khan, North Waziristan.","Alleged fighters returning from Afghanistan and staying with â€˜Talibanâ€™ were the targets of a strike that killed up to eight. Ghulam Khan, North Waziristan.",,
Ob161,13-Nov-10,Miram Shah,220,,North Waziristan,,,,4,4,4,,0,4,0-4,,,,,,,,"4 civilians or alleged militants killed in car in Miranshah, North Waziristan.","A car was destroyed in an attack on alleged militants. Four people were killed - Geo TV and the Long War Journal reported that all of the dead may have been civilians. Miranshah, North Waziristan.",,
Ob162,16-Nov-10,Ghulam Khan,247,,North Waziristan,,,,20,20,20,,0,9,0-9,,,Unknown,,,Possibly,,"20 reported killed, including possibly women and children, in strike in Ghulam Khan, North Waziristan.","A mass grave was needed after twenty people were killed. Although most reports described the dead as alleged militants, Al Jazeera reported that â€˜women and childrenâ€™ were also killed. The attack was on a vehicle and house. Ghulam Khan, North Waziristan.",,
Ob163,19-Nov-10,Norak,248,,North Waziristan,,,,3,4,3-4,,,,Unknown,,,Unknown,,,,,"3-4 alleged militants killed in strike on car in Naurak, North Waziristan.","A vehicle exploded and up to four alleged militants were killed in Naurak, North Waziristan.",,
Ob164,21-Nov-10,Khaddi,249,,North Waziristan,,,,6,9,6-9,,0,3,0-3,,,Unknown,,,,,"6-9 killed including local named militant leader and possibly 3 civilians in Khaddi, North Waziristan.","Abdur Rehmanâ€™s house in Khaddi, North Waziristan was attacked along with a car. Up to nine people were reported killed including three local tribesmen (possibly civilians), â€˜Mustafaâ€™, a militant leader and two â€˜foreignersâ€™ died. Khaddi, North Waziristan.",,
Ob165,22-Nov-10,Khesoor,250,,North Waziristan,,,,5,6,5-6,,,,Unknown,2,2,At least 2,,,,,"5-6 alleged militants killed in strike on car and motorbike in Kaisore, North Waziristan.","A car and a motorbike were destroyed and up to six alleged militants were killed in Kaisore, North Waziristan.",,
Ob166,26-Nov-10,Pir Kelev,251,,North Waziristan,,,,3,4,3-4,,1,4,1-3,,,Unknown,,,,,"3-4 civilians killed in strike on car in Pir Keley, North Waziristan.","Student Sanaullah Jan was killed in a car with three others, reported as college friends by one source. Reports initially described the young men as â€˜Taliban fightersâ€™. Only later did it emerge that Sanaullah was an engineering student at the Government Degree College in Mir Ali. Family and friends insist that he had no interest in the Taliban.  His car was so damaged that little remained of Sanaullah but his burnt student ID card [PICTURE]  Our researchers in Waziristan report that: â€œThe information is sketchy and sometimes contradictory about the three others killed in the drone strike. Their names couldnâ€™t be ascertained, perhaps because they werenâ€™t from Pir Killay village â€“ the location of the attack.â€
Pir Keley, North Waziristan.",,
Ob167,28-Nov-10,Hassan Khel,252,,North Waziristan,,,,0,4,0-4,,,,,,,,,,,,"0-4 alleged militants killed in successful (or failed) strike on car in Hassan Khel, North Waziristan.","A drone missed a vehicle with its first missile allowing four occupants to escape on foot. However some reports claim those in the vehicle were killed.  Hassan Khel, North Waziristan.",,
Ob168,06-Dec-10,Khushali,253,,North Waziristan,,,,5,5,5,,0,2,2,3,3,3,,,,,"2 alleged militants killed as car destroyed in Khushali, North Waziristan. When survivor flees into nearby shop, drone reportedly destroys store, killing him and 2 shopkeepers.","A missile fired from a CIA drone hit a vehicle as it passed through a village Two alleged militants died, though at least one escaped into a nearby shop. As CNN and others reported at the time, the drone then fired into the shop, killing the suspect and two civilians â€“ possibly shopkeepers. Three people were injured by the blasts. Some later reports claimed that all those inside the shop were militants. Khushali, North Waziristan.",,
Ob169,06-Dec-10,Unknown,298,,Unknown,,,,2,2,2,,,,,,,,,,,,Two people killed in a previously unreported strike revealed by a US official in August 2011.,"A previously unreported strike revealed by a US official in August 2011. The official stated that the strike, one of two that day, â€˜killed a handful of militants, including a top A.Q. [al Qaeda] terrorist.â€™ The Bureau is seeking details of the al Qaeda militant reported killed.",,
Ob170,10-Dec-10,Khadar Khel,254,,North Waziristan,,,,4,4,4,,,,,2,2,2,,,,,"Two Britons among four alleged militants killed in Khadar Khel, North Waziristan.","Two British Muslim converts (Mr Stephen/ Abu Bakr and Mr Dearsmith/ Mansoor Ahmed) were among four alleged militants killed in an attack on car in Khadar Khel, North Waziristan.",,
Ob171,14-Dec-10,Spalaga,255,,North Waziristan,,,,3,4,3-4,,0,4,0-4,,,,,,,,"3-4 alleged militants or villagers killed in Spalga, North Waziristan.","Four alleged Afghan militants (or village residents) were killed when a car was destroyed. Spalga, North Waziristan.",,
Ob172,16-Dec-10,Tirah Valley,256,,Khyber Agency,,,,7,7,7,,,,Unknown,,,Unknown,,,,,"Named Taliban commander among 7 aleged militants killed in strike in Tirah valley, Khyber Agency.","Named Taliban commander among 7 aleged militants killed in strike. Aminâ€™s killing later unleashed a wave of internal militant killings of â€˜spies.â€™ Tirah valley, Khyber Agency.",Ob93,
Ob173,17-Dec-10,Sandana,257,,Khyber Agency,,,,7,7,7,,,,Unknown,7,11,7-11,,,,,"Strike on cars kills 7 in Sandana, Khyber Agency.","The first of three strikes in Khyber Agency on the same day â€“ and following one the day before. Two cars were destroyed killing seven alleged TTP militants and injuring up to eleven people. Sandana, Khyber Agency.",,
Ob174,17-Dec-10,Nakai,258,,Khyber Agency,,Swat Taliban,,11,15,11-15,,,,Unknown,2,2,2,,,,,"11-15 alleged Swat TTP killed in strike on compound, Naqai/ Narai, Khyber Agency.","An attack on a compound killed up to fifteen alleged Swat Taliban and injured two people Naqai/ Narai, Khyber Agency.",,
Ob175,17-Dec-10,Speen Drang,259,,Khyber Agency,,Lashkar-e-Islam,,32,32,32,,2,2,2,,,Unknown,,,,,"4 named commanders among 30 alleged militants killed. Two civilians also died, in  Speen Drang, Khyber Agency.","The third strike of the day killed up to 30 alleged Lashkar-e- Islam members when houses were destroyed. Ali Marjan, Yar Azam and Mehmud, all local LeI commanders, and Ibne Amin, an al Qaeda-linked Swat Taliban sub-leader, were all reported dead. But also among the dead were two civilians. Our researchers in Waziristan note: â€œTwo non-militant civilians were also killed, but only one was a prisoner. He belonged to the Kukikhel sub-tribe of the Afridi, but he remained unidentified as his body was mutilated. The other civilian killed by the missiles was Raza Khan, a 50-year old man from the Sepah sub-tribe of the Afridi tribe who had come to the Lashkar-i-Islam headquarters in Sandana to request Commander Mangal Bagh to release one of his relatives being held by him. Another prisoner was wounded in the attack and several other prisoners escaped from the private prison, set up in a cave, due to the confusion in the aftermath of the drone strike. Almost all of them were subsequently re-arrested and their fate remains unknown.â€
Speen Drang, Khyber Agency.",,
Ob176,27-Dec-10,Shera Tala,260,,North Waziristan,,,,18,22,18-22,,,,Unknown,,,Unknown,,,,,"5 local named commanders among 18-22 alleged militants killed near Mir Ali, North Waziristan.","A double strike on two trucks killed up to 22 alleged TTP militants, including reportedly five local commanders: Zahid Mandev; Qari Barkatullah; Qari Monib; Fazal Amin; and Qari Ihsanullah. Mir Ali. North Waziristan.",,
Ob177,27-Dec-10,Machi Khel,261,,North Waziristan,,,,4,4,4,,0,0,0-4,,,Unknown,,,,,"4 people killed, status unknown, in strike on vehicle in Machi Khel, North Waziristan.","Four people were killed in an attack on a vehicle. No further details known. Machi Khel, North Waziristan.",,
Ob178,28-Dec-10,Ghulam Khan,262,,North Waziristan,,,,5,6,5-6,,,,Unknown,2,2,At least 2,,,,,"5-6 alleged militants killed in Ghulam Khan, North Waziristan.","In the first of three linked strikes, drones attacked two alleged militant houses. Up to six alleged militants were killed, and at least two people injured. Al Qaedaâ€™s Nasir al-Wahishi was falsely reported killed. Ghulam Khan, North Waziristan.",Ob177,
Ob179,28-Dec-10,Ghulam Khan,263,,North Waziristan,,,,5,12,5-12,,2,4,2,3,3,3,,,,,"5-12 rescuers, including 2-4 civilians, killed when drones strike again.  Ghulam Khan, North Waziristan.","After waiting up to three hours, locals attempted to retrieve the dead and injured from Ob175. Drones attacked again, killing 4-12 people. Ghulam Khan, North Waziristan.",Ob175,
Ob180,28-Dec-10,Ghulam Khan,264,,North Waziristan,,,,9,10,9-10,,,,,,,,,,,,"9-10 killed in strikes on trucks carrying alleged militants, and wounded from previous strikes.  Nawab, Ghulam Khan, North Waziristan.","In the final of three linked strikes, a truck reportedly carrying the wounded of Ob 175/ 176 was attacked. Two other vehicles were also struck carrying alleged militants. Up to ten people were reported killed. Nawab, Ghulam Khan, North Waziristan.","Ob175, Ob176",
Ob181,31-Dec-10,Ghulam Khan,265,,North Waziristan,,,,4,8,4-8,,,,,,,,,,,,"4-8 alleged Taliban pursued and killed by drone after Afghan raid.  Ghulam Khan, North Waziristan.","Up to eight alleged militants were killed in a vehicle after allegedly returning from a raid in Afghanistan: a local Pakistani intelligence officer reported: 'The militants were retreating to their hideout in North Waziristan after an attack on Taarkhobee check post in Afghanistan. They were traced and chased by a US drone,' Ghulam Khan, North Waziristan.",,
Ob182,01-Jan-11,Mandi Khel,266,,North Waziristan,,,,8,9,8-9,,,,Unknown,,,Unknown,,,,,"8-9 killed in strike on car and house, Mandi Khel, North Waziristan.","In the first of four linked strikes, an early morning attack on a moving car and a house killed up to nine alleged militants. Mandi Khel, North Waziristan.",Ob181,
Ob183,01-Jan-11,Mandi Khel,267,,North Waziristan,,,,5,6,5-6,,,,,,,Unknown,,,,,"After waiting two hours with drones still overhead, rescuers attempted to retrieve the dead and injured from Ob180 but were attacked. Up to six people were killed. Mandi Khel, North Waziristan","After waiting two hours with drones still overhead, rescuers attempted to retrieve the dead and injured from Ob180 but were attacked. Up to six people were killed. Mandi Khel, North Waziristan",Ob180,
Ob184,01-Jan-11,Datta Khel,268,,North Waziristan,,,,4,5,4-5,,,,Unknown,,,Unknown,,,,,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.","A car was attacked in and up to five alleged militants killed in a strike confused by some outlets with Ob 183. Datta Khel, North Waziristan.",Ob181,
Ob185,01-Jan-11,Boya,269,,North Waziristan,,,,4,4,4,,,,Unknown,4,4,4,,,,,"4 alleged militants killed in strike on vehicle in Boya or Mohammad Khel, North Waziristan.","In the fourth related strike of the day another vehicle was struck killing four alleged militants. Boya or Mohammad Khel, North Waziristan.",,
Ob186,07-Jan-11,Ghar Laley,270,,North Waziristan,,Hafiz Gul Bahadur,,4,6,4-6,,,,0-6,,,Unknown,,,,,"4-6 alleged militants or civilians killed in strike on motorbike and house. Ghar Laley, North Waziristan.","A house and motorbike were attacked killing up to six alleged militants. One source stated that all the dead were innocent locals (Pakistan Observer). Ghar Laley, North Waziristan.",,
Ob187,12-Jan-11,Haider Khel,271,,North Waziristan,,Hafiz Gul Bahadur,,3,5,3-5,,,,Unknown,15,15,15,,,,,"3-5 alleged militants killed in attack on house in Haider Khel, North Waziristan.","The compound of Zafar Khan, allegedly linked to Hafiz Gul Bahadur,  was attacked killing up to five alleged militants (possibly â€˜foreignersâ€™), with up to 15 people injured. Haider Khel, North Waziristan.",,
Ob188,18-Jan-11,Dashgah,272,,North Waziristan,,,,3,7,3-7,,,,Unknown,3,3,3,,,,,"3-7 alleged militants killed in strike on house in Datta Khel, North Waziristan.","Up to seven alleged militants were killed and three people injured in an attack on a house or compound.  Datta Khel, North Waziristan.",,
Ob189,23-Jan-11,Doga Mada Khel,273,,North Waziristan,,,,4,5,4-5,,,,Unknown,,,Unknown,,,,,"4-5 alleged militants killed in car in Doga Mada Khel, North Waziristan.","In the first of three strikes a car was destroyed as it parked and a nearby house was badly damaged. Four alleged militants were killed in the vehicle. Doga Mada Khel, North Waziristan.",,
Ob190,23-Jan-11,Doga Mada Khel,274,,North Waziristan,,,,2,3,2-3,,,,,,,Unknown,,,,,"2-3 alleged militants killed in attack on motorbike in Doga Mada Khel, North Waziristan.","In the second of three linked strikes a motorcycle was destroyed killing three people including a  â€˜foreignerâ€™. Doga Mada Khel, North Waziristan.",,
Ob191,23-Jan-11,Razmak,275,,North Waziristan,,,,4,6,4-6,,,,Unknown,3,3,3,,,,,"4-6 alleged militants killed when vehicle and house struck in Razmak, North Waziristan.","Drones chased a vehicle, reportedly destroying it and a house. Up to six alleged militants were killed and three people injured. Razmak, North Waziristan.",,
Ob192,20-Feb-11,Azam Warsak,276,,South Waziristan,,al-Qaeda,,6,7,6-7,,,,Unknown,2,2,2,,,,,3 Turkmenistan nationals and 2 â€˜Arabsâ€™ reported among 6-7 dead in attack on house. Al Qaeda finance officer Abu Zaid al-Iraqi later reported killed.,"After a delay of some weeks following the arrest of CIA contractor Raymond Davis, drone strikes resumed. Three Turkmenistan nationals and 2 â€˜Arabsâ€™ were reported among seven dead in an attack on a house or compound. Al Qaeda finance officer Abu Zaid al-Iraqi aka Ali Khan was later reported among the dead. Azam Warsak, South Waziristan.",,
Ob193,21-Feb-11,Malik Jashdar,277,,North Waziristan,,,,7,11,7-11,,0,11,0-11,10,10,10,,,,,"7-11 people - possibly all civilians - killed in attack on house and car in Malik Ashdar, North Waziristan.","Up to eleven people were killed â€“ reportedly either civilians or militants, including 'foreigners'. Ten people were also injured in the strike on house and car.  Earlier in the day locals had fired on up to a dozen drones operating in the area. Malik Ashdar, North Waziristan.",,
Ob194,24-Feb-11,Mohammad Khel,278,,North Waziristan,,,,5,7,5-7,,,,,2,2,At least 2,,,,,"5-7 alleged militants killed in attack on car and house in Mohammad Khel, North Waziristan.","A car and a nearby house were truck  Two Turkmenistan â€˜militantsâ€™ were said to be among up to seven killed. in Mohammad Khel, North Waziristan.",,
Ob195,08-Mar-11,Landidog,279,,South Waziristan,,,,5,5,5,,0,5,0-5,3,3,3,,,,,"5 killed â€“ either militants or civilians â€“ in attack on house in Landidog, South Waziristan.","Fazal Karimâ€™s house was mainly destroyed, killing up to five people â€“ possibly all civilians, or 'foreigners' according to one local official - and wounding three. Rescue work was delayed due to three drones remaining over the village. The attack came hours after a local tribal meeting called for an end to the CIA strikes: elder Malik Ajmal told a senior Pakistan government official: 'We would like an immediate end to the drone strikes which have made our children and women psychologically ill.' (Daily Times)  Landidog, South Waziristan.",,
Ob196,09-Mar-11,Datta Khel,280,,North Waziristan,,,,5,5,5,,,,Unknown,2,3,2-3,,,,,5 alleged militants killed in attack on house in Datta Khel. North Waziristan.,"A poorly reported strike, three missiles hit a house and killed five alleged militants, injuring up to three people.  Datta Khel in North Waziristan.",,
Ob197,11-Mar-11,Khesoor,281,,North Waziristan,,,,6,12,6-12,,5,5,5,,,'Many',,,,,"6-12 killed (possibly civilians) including rescuers in attack on car in Khaisoor, North Waziristan.","A double strike on a vehicle (and possibly a compound) and rescuers killed at least six people â€“ some locals reported that all of the dead were civilians.  When local people rushed towards the burning vehicle to remove bodies and help the injured, the unmanned plane fired two missiles.' (Dawn) Khaisoor, North Waziristan.",,
Ob198,11-Mar-11,Ghoroski,282,,North Waziristan,,,,4,4,4,,,,Unknown,,,Unknown,,,,,"Four unknown persons killed in strike on car in Ghoroski, North Waziristan.","A â€˜white carâ€™ was destroyed . The four alleged militant victims were reported to be from South Waziristan. The News reported on the gruesome aftermath: 'The four men seated in the white car were killed on the spot and their bodies mutilated beyond recognition. The villagers said bodies of the slain men were scattered all over the place. Rescuers collected pieces of flesh and bones that were stuffed in bags and taken for burial.' Ghoroski, North Waziristan.",,
Ob199,13-Mar-11,Azam Warsak,283,,South Waziristan,,,,0,4,0-4,,,,Unknown,0,5,Possibly 5,,,,,"0-4 killed and 0-5 injured in an attack which destroyed a car but may have missed the occupants.  Azam Warsak, South Waziristan.","A vehicle was damaged  Some reports claimed that up to four alleged militants were killed and five injured â€“ others that all were able to flee when a missile initially missed the car.  Azam Warsak, South Waziristan.",,
Ob200,13-Mar-11,Spalaga,284,,North Waziristan,,,,6,7,6-7,,,,Unknown,5,5,5,,,,,"6-7 alleged militants killed in strike on house and car in Spalga, North Waziristan.","Six alleged TTP militants were killed and five injured in an attack on a house and car. The target was reported to be local TTP leader Rahimullah (his status is unknown).   Spalga, North Waziristan.",,
Ob201,14-Mar-11,Malik Jashdar,285,,North Waziristan,,,,3,6,3-6,,,,Unknown,,,Unknown,,,,,"3-6 alleged militants killed in a moving car in Malik Jashdar, North Waziristan.","A moving truck was attacked and exploded in or near a village, killing up to five people including two 'Arabs'. The News noted local tribesmen as saying that 'body parts of the slain men lay scattered all along the road and in nearby fields. Later, when the drones disappeared, the villagers collected the body parts and buried them.' Malik Jashdar, North Waziristan.",,
Ob202,16-Mar-11,Datta Khel,221,,North Waziristan,,,,4,5,4-5,,,,Unknown,,,Unknown,,,,,"Attack on either house or car kills 4-5 in Datta Khel, North Waziristan.","An attack on either a housing compound or a car reportedly killed up to five alleged militants in Datta Khel, North Waziristan.",,
Ob203,17-Mar-11,Datta Khel,222,,North Waziristan,,,,26,42,26-42,,19,38,31-42,14,14,14,0,1,"Yes, according to one source.",,"Attack on tribal meeting kills 26-42 people, 31-42 of them civilians, at a jirga or tribal gathering in North Waziristan.","Coming just two days after the release of CIA contractor Raymond Davis from a Lahore jail after he killed two locals, this disastrous US drone strike brought relations between the two nations to a new low. Uniquely Pakistanâ€™s president, prime minister and army chief all publicly condemned this attack. US missiles struck a tribal council meeting or loy jirga in  Although 11 Taliban were reported by some as among the dead, between 19 and 42 civilians were also reported killed, including tribal elders and local policemen. Our researchers in Waziristan told us:  'Several members of the government-managed and armed Khassadar force were present at the jirga because the government had got involved in resolving a dispute between two contractors who mined chromite in the nearby hills.' One of the contractors, Malik Daud, aged 45 (also reported as a 'militant' by one source), was killed in the drone attack along with members of his family. Among the civilians slain were: Gul Akbar; Mohammad Sheen; Lewanai; Mir Zaman; Din Mohammad; Malik Tareen; Noor Ali; Zare Jan; Sadiq; Mustaqeem; Khangai; Gulnaware; Faenda Khan; and Dindar Khan, Umark Khan, Wali Khan, Sadar and Bakhtar, all five from the Khassadar police force.  Datta Khel, North Waziristan.",,
Ob204,13-Apr-11,Angor Adda,223,,South Waziristan,Maulvi Nazir,Nazir; Haqqani,,6,7,6-7,,0,7,Possibly,6,10,6-10,,,,,"6-7 alleged militants killed in strike on vehicles and building in Angor Adda, South Waziristan.","Up to seven alleged militants were killed and six or more people injured following an attack on a truck and and motorbike which were reportedly crossing from Afghanistan.  A house was also damaged. A spokesman with Pakistan's Foreign Office later condemned the strike: 'Drone attacks have become a core irritant in the counter-terror campaign.' Angor Adda, South Waziristan.",,
Ob205,22-Apr-11,Spinwan,224,,North Waziristan,,Hafiz Gul Bahadur,,25,26,25-26,,5,9,5-9,2,10,At least 2,3,5,3,,"Up to 25 killed, including 1-8 civilians, in strike on house in Spinwan, North Waziristan.","A pre-dawn attack by two drones on a house and guesthouse killed an estimated 25 people, including reports of at least three women and four or five children, as the BBC and many others stated. In an unprecedented move, an unknown â€˜US officialâ€™ told CNN at the time: â€˜There is no evidence to support that claim [of civilian casualties] whatsoever.â€™ 
Our own researchers in Waziristan report:
'Five suspected militants, all locals from North Waziristan, were killed in this attack. Though it was reported initially that some women were killed in this strike, later it was confirmed that no women had been killed. But one 12-year-old boy named Arif was killed in the attack. So the death toll was six including five militants and one civilian.'
Spinwan, North Waziristan.",,
Ob206,06-May-11,Dwa Tooe,225,,North Waziristan,,,,15,18,15-18,,6,6,6,4,4,4,,,,,"15-18 killed, including six civilians, when restaurant hit along with targeted religious school in Dwa Tooe, Datta Khel, North Waziristan.","In the first strike following Osama bin Ladenâ€™s death, an attack on a religious school (and suspected militant hideout) also hit a nearby unrelated roadside restaurant and a house. Our researchers in Waziristan report: 'The total number of people killed was 18. Six were civilians while the rest were stated to be militants. The civilians were identified as Samad, Jamshed, Daraz, Iqbal, Noor Nawaz and Yousaf.'  Dwa Tooe, Datta Khel, North Waziristan.",,
Ob207,10-May-11,Angor Adda,226,,South Waziristan,Maulvi Nazir,Nazir,,3,5,3-5,,,,,4,4,4,,,,,"3-5 alleged militants killed in strike on vehicle in Angor Ada/ Baghar, South Waziristan.","An attack on a house and car believed to be aimed at Maulvi Nazir's militant group killed up to five people and injured four. Three â€˜Arabsâ€™ were reportedly among the dead. Angor Ada/ Baghar, South Waziristan.",,
Ob208,12-May-11,Datta Khel,227,,North Waziristan,,,,7,8,7-8,,,,,1,1,1,,,,,"7-8 alleged militants killed in strike on van and possibly house in Datta Khel, North Waziristan.","Six drones reportedly attacked a pick-up van (and possibly a house) killing up to ten alleged militants, including â€˜foreignersâ€™, and injuring one. Datta Khel, North Waziristan.",,
Ob209,13-May-11,Doga Mada Khel,228,,North Waziristan,,Hafiz Gul Bahadur,,3,5,3-5,,,,Unknown,,,Unknown,,,,,"3-5 alleged militants killed in strike on car in Doga Mada Khel, North Waziristan.","Up to five alleged militants were killed in an attack on a moving car that was â€˜reduced to ashesâ€™.  Doga Mada Khel, North Waziristan.",,
